Fold,SBS_Best_Models
0,COMOLSD
1,MOEAD
2,MOEAD
3,COMOLSD
4,COMOLSD
5,COMOLSD
6,COMOLSD
7,COMOLSD
8,MOEAD
9,MOEAD
10,MOEAD
11,COMOLSD
12,COMOLSD
13,COMOLSD
14,COMOLSD
15,COMOLSD
16,COMOLSD
17,COMOLSD
18,COMOLSD
19,MOEAD
20,COMOLSD
21,COMOLSD
22,COMOLSD
23,COMOLSD
24,COMOLSD
25,COMOLSD
26,COMOLSD
27,COMOLSD
28,COMOLSD
29,MOEAD
30,MOEAD
31,COMOLSD
32,MOEAD
33,COMOLSD
34,COMOLSD
35,COMOLSD
36,COMOLSD
37,COMOLSD
38,COMOLSD
39,COMOLSD
40,COMOLSD
41,MOEAD
42,MOEAD
43,COMOLSD
44,COMOLSD
45,MOEAD
46,COMOLSD
47,MOEAD
48,MOEAD
49,COMOLSD
50,COMOLSD
51,MOEAD
52,COMOLSD
53,COMOLSD
54,MOEAD
55,COMOLSD
56,COMOLSD
57,MOEAD
58,COMOLSD
59,MOEAD
60,COMOLSD
61,MOEAD
62,MOEAD
63,COMOLSD
64,MOEAD
65,COMOLSD
66,COMOLSD
67,COMOLSD
68,MOEAD
69,COMOLSD
70,MOEAD
71,COMOLSD
72,COMOLSD
73,COMOLSD
74,COMOLSD
75,COMOLSD
76,MOEAD
77,MOEAD
78,MOEAD
79,COMOLSD
80,COMOLSD
81,COMOLSD
82,COMOLSD
83,COMOLSD
84,MOEAD
85,COMOLSD
86,COMOLSD
87,COMOLSD
88,MOEAD
89,COMOLSD
90,COMOLSD
91,MOEAD
92,COMOLSD
93,COMOLSD
94,COMOLSD
95,COMOLSD
96,COMOLSD
97,COMOLSD
98,COMOLSD
99,COMOLSD
